ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2025-01-03T10:33:36.684280839Z,2025-01-03T10:33:36.684114320Z,10,2,11667,A,B,6,139.080000000,400,130,166519,4966002,139.150000000,139.200000000,8212,100,1,1,139.130000000,139.220000000,2100,310,1,3,139.120000000,139.230000000,30,2377,1,3,139.110000000,139.250000000,1,1,1,1,139.100000000,139.270000000,10,37,1,2,139.090000000,139.300000000,57,507,1,4,139.080000000,139.320000000,400,39,1,1,139.070000000,139.330000000,100,503,1,2,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:37.159648858Z,2025-01-03T10:33:37.159481106Z,10,2,11667,T,N,0,139.170000000,1,0,167752,4966204,139.150000000,139.200000000,8212,100,1,1,139.130000000,139.220000000,2100,310,1,3,139.120000000,139.230000000,30,2377,1,3,139.110000000,139.250000000,1,1,1,1,139.100000000,139.270000000,10,37,1,2,139.090000000,139.300000000,57,507,1,4,139.080000000,139.320000000,400,39,1,1,139.070000000,139.330000000,100,503,1,2,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:37.159648858Z,2025-01-03T10:33:37.159481106Z,10,2,11667,A,B,0,139.170000000,149,130,167752,4966205,139.170000000,139.200000000,149,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,30,1,1,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.080000000,139.330000000,400,503,1,2,139.070000000,139.360000000,100,4,1,2,139.030000000,139.370000000,126,75,2,1,NVDA
2025-01-03T10:33:37.276174666Z,2025-01-03T10:33:37.276008433Z,10,2,11667,A,B,3,139.120000000,400,130,166233,4966257,139.170000000,139.200000000,149,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,503,1,2,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:37.331174845Z,2025-01-03T10:33:37.331008654Z,10,2,11667,C,A,7,139.330000000,500,130,166191,4966288,139.170000000,139.200000000,149,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,3,1,1,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:37.892080933Z,2025-01-03T10:33:37.891913341Z,10,2,11667,T,A,0,139.170000000,1,130,167592,4966399,139.170000000,139.200000000,149,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,3,1,1,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:37.892080933Z,2025-01-03T10:33:37.891913341Z,10,2,11667,C,B,0,139.170000000,1,130,167592,4966399,139.170000000,139.200000000,148,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,3,1,1,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:38.572989224Z,2025-01-03T10:33:38.572821922Z,10,2,11667,T,A,0,139.170000000,50,130,167302,4966600,139.170000000,139.200000000,148,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,3,1,1,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:38.572989224Z,2025-01-03T10:33:38.572821922Z,10,2,11667,C,B,0,139.170000000,50,130,167302,4966600,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.090000000,139.320000000,57,39,1,1,139.070000000,139.330000000,100,3,1,1,139.030000000,139.360000000,126,4,2,2,139.010000000,139.370000000,100,75,1,1,NVDA
2025-01-03T10:33:39.242427325Z,2025-01-03T10:33:39.242261209Z,10,2,10888,A,A,0,421.090000000,5,130,166116,4966760,420.660000000,421.090000000,200,205,1,2,420.580000000,421.160000000,10,14,1,1,420.560000000,421.460000000,14,39,1,1,420.520000000,421.490000000,1,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:39.259988617Z,2025-01-03T10:33:39.259822865Z,10,2,10888,C,A,0,421.090000000,5,130,165752,4966763,420.660000000,421.090000000,200,200,1,1,420.580000000,421.160000000,10,14,1,1,420.560000000,421.460000000,14,39,1,1,420.520000000,421.490000000,1,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:39.313870666Z,2025-01-03T10:33:39.313704731Z,10,2,10888,C,B,0,420.660000000,200,130,165935,4966765,420.580000000,421.090000000,10,200,1,1,420.560000000,421.160000000,14,14,1,1,420.520000000,421.460000000,1,39,1,1,420.400000000,421.490000000,858,6,1,1,420.380000000,421.570000000,100,40,1,1,420.100000000,421.600000000,100,510,1,2,420.000000000,421.700000000,834,359,8,1,419.730000000,421.800000000,3,7,1,1,419.650000000,422.100000000,39,7,1,1,418.650000000,422.500000000,1,200,1,1,MSFT
2025-01-03T10:33:39.314346028Z,2025-01-03T10:33:39.314179597Z,10,2,10888,C,B,1,420.560000000,14,130,166431,4966766,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.400000000,421.460000000,858,39,1,1,420.380000000,421.490000000,100,6,1,1,420.100000000,421.570000000,100,40,1,1,420.000000000,421.600000000,834,510,8,2,419.730000000,421.700000000,3,359,1,1,419.650000000,421.800000000,39,7,1,1,418.650000000,422.100000000,1,7,1,1,418.500000000,422.500000000,1,200,1,1,MSFT
2025-01-03T10:33:39.314441355Z,2025-01-03T10:33:39.314275319Z,10,2,10888,A,B,2,420.510000000,15,130,166036,4966767,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.400000000,421.490000000,858,6,1,1,420.380000000,421.570000000,100,40,1,1,420.100000000,421.600000000,100,510,1,2,420.000000000,421.700000000,834,359,8,1,419.730000000,421.800000000,3,7,1,1,419.650000000,422.100000000,39,7,1,1,418.650000000,422.500000000,1,200,1,1,MSFT
2025-01-03T10:33:39.328703827Z,2025-01-03T10:33:39.328537824Z,10,2,10888,A,B,3,420.480000000,200,130,166003,4966776,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.480000000,421.490000000,200,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:39.780182938Z,2025-01-03T10:33:39.780017128Z,10,2,16244,C,A,2,383.600000000,500,130,165810,4966884,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,159,1,2,382.900000000,383.600000000,50,500,1,1,382.880000000,383.720000000,100,7085,1,8,382.840000000,383.740000000,300,37,1,1,382.820000000,383.800000000,1,10,1,1,382.810000000,383.880000000,10,4,1,1,382.700000000,384.000000000,50,1300,1,4,382.510000000,384.260000000,10,15,1,1,382.400000000,384.400000000,500,1000,1,2,TSLA
2025-01-03T10:33:39.796411172Z,2025-01-03T10:33:39.796245123Z,10,2,11667,C,B,6,139.090000000,57,130,166049,4966886,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,910,75,5,1,NVDA
2025-01-03T10:33:40.675424808Z,2025-01-03T10:33:40.675258909Z,10,2,16244,C,B,8,382.510000000,10,130,165899,4967376,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,159,1,2,382.900000000,383.600000000,50,500,1,1,382.880000000,383.720000000,100,7085,1,8,382.840000000,383.740000000,300,37,1,1,382.820000000,383.800000000,1,10,1,1,382.810000000,383.880000000,10,4,1,1,382.700000000,384.000000000,50,1300,1,4,382.400000000,384.260000000,500,15,1,1,382.230000000,384.400000000,25,1000,1,2,TSLA
2025-01-03T10:33:40.676456651Z,2025-01-03T10:33:40.676289577Z,10,2,16244,A,B,8,382.410000000,10,130,167074,4967377,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,159,1,2,382.900000000,383.600000000,50,500,1,1,382.880000000,383.720000000,100,7085,1,8,382.840000000,383.740000000,300,37,1,1,382.820000000,383.800000000,1,10,1,1,382.810000000,383.880000000,10,4,1,1,382.700000000,384.000000000,50,1300,1,4,382.410000000,384.260000000,10,15,1,1,382.400000000,384.400000000,500,1000,1,2,TSLA
2025-01-03T10:33:42.369124686Z,2025-01-03T10:33:42.368958038Z,10,2,10888,A,B,0,420.620000000,200,130,166648,4967813,420.620000000,421.090000000,200,200,1,1,420.580000000,421.160000000,10,14,1,1,420.520000000,421.460000000,1,39,1,1,420.510000000,421.490000000,15,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:43.055378033Z,2025-01-03T10:33:43.055211615Z,10,2,16244,A,A,2,383.470000000,19,130,166418,4968161,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,159,1,2,382.900000000,383.470000000,50,19,1,1,382.880000000,383.600000000,100,500,1,1,382.840000000,383.720000000,300,7085,1,8,382.820000000,383.740000000,1,37,1,1,382.810000000,383.800000000,10,10,1,1,382.700000000,383.880000000,50,4,1,1,382.410000000,384.000000000,10,1300,1,4,382.400000000,384.260000000,500,15,1,1,TSLA
2025-01-03T10:33:43.055406198Z,2025-01-03T10:33:43.055239675Z,10,2,16244,C,A,1,383.420000000,19,130,166523,4968162,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,140,1,1,382.900000000,383.470000000,50,19,1,1,382.880000000,383.600000000,100,500,1,1,382.840000000,383.720000000,300,7085,1,8,382.820000000,383.740000000,1,37,1,1,382.810000000,383.800000000,10,10,1,1,382.700000000,383.880000000,50,4,1,1,382.410000000,384.000000000,10,1300,1,4,382.400000000,384.260000000,500,15,1,1,TSLA
2025-01-03T10:33:45.100657700Z,2025-01-03T10:33:45.100491723Z,10,2,11667,A,B,9,139.000000000,1000,130,165977,4969381,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:46.558240945Z,2025-01-03T10:33:46.558074879Z,10,2,16244,C,B,8,382.410000000,10,130,166066,4969862,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,140,1,1,382.900000000,383.470000000,50,19,1,1,382.880000000,383.600000000,100,500,1,1,382.840000000,383.720000000,300,7085,1,8,382.820000000,383.740000000,1,37,1,1,382.810000000,383.800000000,10,10,1,1,382.700000000,383.880000000,50,4,1,1,382.400000000,384.000000000,500,1300,1,4,382.230000000,384.260000000,25,15,1,1,TSLA
2025-01-03T10:33:46.559515473Z,2025-01-03T10:33:46.559348740Z,10,2,16244,A,B,9,382.310000000,10,130,166733,4969863,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,140,1,1,382.900000000,383.470000000,50,19,1,1,382.880000000,383.600000000,100,500,1,1,382.840000000,383.720000000,300,7085,1,8,382.820000000,383.740000000,1,37,1,1,382.810000000,383.800000000,10,10,1,1,382.700000000,383.880000000,50,4,1,1,382.400000000,384.000000000,500,1300,1,4,382.310000000,384.260000000,10,15,1,1,TSLA
2025-01-03T10:33:46.819488782Z,2025-01-03T10:33:46.819322653Z,10,2,10888,C,B,0,420.620000000,200,130,166129,4970006,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.400000000,421.490000000,858,6,1,1,420.380000000,421.570000000,100,40,1,1,420.100000000,421.600000000,100,510,1,2,420.000000000,421.700000000,834,359,8,1,419.730000000,421.800000000,3,7,1,1,419.650000000,422.100000000,39,7,1,1,418.650000000,422.500000000,1,200,1,1,MSFT
2025-01-03T10:33:46.819500272Z,2025-01-03T10:33:46.819334022Z,10,2,10888,A,B,3,420.470000000,200,130,166250,4970007,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.470000000,421.490000000,200,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:46.874752000Z,2025-01-03T10:33:46.874585461Z,10,2,10888,A,B,3,420.480000000,200,130,166539,4970052,420.580000000,421.090000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.480000000,421.490000000,200,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:47.617853840Z,2025-01-03T10:33:47.617687503Z,10,2,10888,A,A,0,421.070000000,200,130,166337,4970348,420.580000000,421.070000000,10,200,1,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.480000000,421.490000000,200,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:48.371273235Z,2025-01-03T10:33:48.371107115Z,10,2,16244,A,A,2,383.460000000,23,130,166120,4970592,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,140,1,1,382.900000000,383.460000000,50,23,1,1,382.880000000,383.470000000,100,19,1,1,382.840000000,383.600000000,300,500,1,1,382.820000000,383.720000000,1,7085,1,8,382.810000000,383.740000000,10,37,1,1,382.700000000,383.800000000,50,10,1,1,382.400000000,383.880000000,500,4,1,1,382.310000000,384.000000000,10,1300,1,4,TSLA
2025-01-03T10:33:48.371372042Z,2025-01-03T10:33:48.371205965Z,10,2,16244,C,A,3,383.470000000,19,130,166077,4970594,382.990000000,383.250000000,30,47,1,1,382.930000000,383.420000000,22,140,1,1,382.900000000,383.460000000,50,23,1,1,382.880000000,383.600000000,100,500,1,1,382.840000000,383.720000000,300,7085,1,8,382.820000000,383.740000000,1,37,1,1,382.810000000,383.800000000,10,10,1,1,382.700000000,383.880000000,50,4,1,1,382.400000000,384.000000000,500,1300,1,4,382.310000000,384.260000000,10,15,1,1,TSLA
2025-01-03T10:33:48.914508341Z,2025-01-03T10:33:48.914341098Z,10,2,11667,C,A,2,139.230000000,400,130,167243,4970870,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:49.022644716Z,2025-01-03T10:33:49.022478339Z,10,2,11667,A,A,4,139.260000000,400,130,166377,4970914,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,1,2,1,139.110000000,139.260000000,1,400,1,1,139.100000000,139.270000000,10,37,1,2,139.070000000,139.300000000,100,507,1,4,139.030000000,139.320000000,126,39,2,1,139.010000000,139.330000000,100,3,1,1,139.000000000,139.360000000,1910,4,6,2,NVDA
2025-01-03T10:33:49.120027006Z,2025-01-03T10:33:49.119860753Z,10,2,11667,A,A,3,139.250000000,400,130,166253,4970947,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,401,2,2,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:49.364736178Z,2025-01-03T10:33:49.364569616Z,10,2,11667,A,A,3,139.240000000,400,130,166562,4971313,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.240000000,430,400,2,1,139.110000000,139.250000000,1,1,1,1,139.100000000,139.270000000,10,37,1,2,139.070000000,139.300000000,100,507,1,4,139.030000000,139.320000000,126,39,2,1,139.010000000,139.330000000,100,3,1,1,139.000000000,139.360000000,1910,4,6,2,NVDA
2025-01-03T10:33:49.374736252Z,2025-01-03T10:33:49.374569613Z,10,2,11667,A,A,2,139.230000000,400,130,166639,4971314,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:49.478749468Z,2025-01-03T10:33:49.478582233Z,10,2,11667,A,A,1,139.220000000,400,130,167235,4971378,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,710,1,4,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:49.516147557Z,2025-01-03T10:33:49.515979399Z,10,2,11667,T,N,0,139.180000000,100,130,168158,4971431,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,710,1,4,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:49.875160425Z,2025-01-03T10:33:49.874993950Z,10,2,10888,A,B,0,420.580000000,200,130,166475,4971574,420.580000000,421.070000000,210,200,2,1,420.520000000,421.160000000,1,14,1,1,420.510000000,421.460000000,15,39,1,1,420.400000000,421.490000000,858,6,1,1,420.380000000,421.570000000,100,40,1,1,420.100000000,421.600000000,100,510,1,2,420.000000000,421.700000000,834,359,8,1,419.730000000,421.800000000,3,7,1,1,419.650000000,422.100000000,39,7,1,1,418.650000000,422.500000000,1,200,1,1,MSFT
2025-01-03T10:33:50.541252811Z,2025-01-03T10:33:50.541085671Z,10,2,10888,A,B,0,420.590000000,200,130,167140,4972236,420.590000000,421.070000000,200,200,1,1,420.580000000,421.160000000,10,14,1,1,420.520000000,421.460000000,1,39,1,1,420.510000000,421.490000000,15,6,1,1,420.400000000,421.570000000,858,40,1,1,420.380000000,421.600000000,100,510,1,2,420.100000000,421.700000000,100,359,1,1,420.000000000,421.800000000,834,7,8,1,419.730000000,422.100000000,3,7,1,1,419.650000000,422.500000000,39,200,1,1,MSFT
2025-01-03T10:33:50.556413356Z,2025-01-03T10:33:50.556247277Z,10,2,38,C,A,1,243.720000000,200,130,166079,4972245,243.520000000,243.660000000,200,100,1,1,243.500000000,243.770000000,6,28,1,1,243.470000000,244.000000000,28,1,1,1,243.190000000,244.140000000,2,79,1,1,243.020000000,244.200000000,79,1000,1,1,243.000000000,244.400000000,1243,50,9,1,242.990000000,244.420000000,1,10,1,1,242.800000000,245.000000000,30,79,1,2,242.750000000,245.190000000,30,83,1,1,242.590000000,245.540000000,5,10,1,1,AAPL
2025-01-03T10:33:50.556426444Z,2025-01-03T10:33:50.556260071Z,10,2,38,A,A,1,243.740000000,200,130,166373,4972246,243.520000000,243.660000000,200,100,1,1,243.500000000,243.740000000,6,200,1,1,243.470000000,243.770000000,28,28,1,1,243.190000000,244.000000000,2,1,1,1,243.020000000,244.140000000,79,79,1,1,243.000000000,244.200000000,1243,1000,9,1,242.990000000,244.400000000,1,50,1,1,242.800000000,244.420000000,30,10,1,1,242.750000000,245.000000000,30,79,1,2,242.590000000,245.190000000,5,83,1,1,AAPL
2025-01-03T10:33:50.556487404Z,2025-01-03T10:33:50.556320656Z,10,2,38,C,A,1,243.740000000,200,130,166748,4972247,243.520000000,243.660000000,200,100,1,1,243.500000000,243.770000000,6,28,1,1,243.470000000,244.000000000,28,1,1,1,243.190000000,244.140000000,2,79,1,1,243.020000000,244.200000000,79,1000,1,1,243.000000000,244.400000000,1243,50,9,1,242.990000000,244.420000000,1,10,1,1,242.800000000,245.000000000,30,79,1,2,242.750000000,245.190000000,30,83,1,1,242.590000000,245.540000000,5,10,1,1,AAPL
2025-01-03T10:33:50.556498456Z,2025-01-03T10:33:50.556332061Z,10,2,38,A,A,1,243.760000000,400,130,166395,4972248,243.520000000,243.660000000,200,100,1,1,243.500000000,243.760000000,6,400,1,1,243.470000000,243.770000000,28,28,1,1,243.190000000,244.000000000,2,1,1,1,243.020000000,244.140000000,79,79,1,1,243.000000000,244.200000000,1243,1000,9,1,242.990000000,244.400000000,1,50,1,1,242.800000000,244.420000000,30,10,1,1,242.750000000,245.000000000,30,79,1,2,242.590000000,245.190000000,5,83,1,1,AAPL
2025-01-03T10:33:50.557067670Z,2025-01-03T10:33:50.556901596Z,10,2,38,C,A,2,243.770000000,28,130,166074,4972249,243.520000000,243.660000000,200,100,1,1,243.500000000,243.760000000,6,400,1,1,243.470000000,244.000000000,28,1,1,1,243.190000000,244.140000000,2,79,1,1,243.020000000,244.200000000,79,1000,1,1,243.000000000,244.400000000,1243,50,9,1,242.990000000,244.420000000,1,10,1,1,242.800000000,245.000000000,30,79,1,2,242.750000000,245.190000000,30,83,1,1,242.590000000,245.540000000,5,10,1,1,AAPL
2025-01-03T10:33:50.557127069Z,2025-01-03T10:33:50.556960509Z,10,2,38,A,A,2,243.830000000,28,130,166560,4972250,243.520000000,243.660000000,200,100,1,1,243.500000000,243.760000000,6,400,1,1,243.470000000,243.830000000,28,28,1,1,243.190000000,244.000000000,2,1,1,1,243.020000000,244.140000000,79,79,1,1,243.000000000,244.200000000,1243,1000,9,1,242.990000000,244.400000000,1,50,1,1,242.800000000,244.420000000,30,10,1,1,242.750000000,245.000000000,30,79,1,2,242.590000000,245.190000000,5,83,1,1,AAPL
2025-01-03T10:33:50.760902634Z,2025-01-03T10:33:50.760736005Z,10,2,38,A,A,1,243.730000000,200,130,166629,4972369,243.520000000,243.660000000,200,100,1,1,243.500000000,243.730000000,6,200,1,1,243.470000000,243.830000000,28,28,1,1,243.190000000,244.000000000,2,1,1,1,243.020000000,244.140000000,79,79,1,1,243.000000000,244.200000000,1243,1000,9,1,242.990000000,244.400000000,1,50,1,1,242.800000000,244.420000000,30,10,1,1,242.750000000,245.000000000,30,79,1,2,242.590000000,245.190000000,5,83,1,1,AAPL
2025-01-03T10:33:51.356895564Z,2025-01-03T10:33:51.356729365Z,10,2,11667,C,A,1,139.220000000,400,130,166199,4972633,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,1977,1,2,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
2025-01-03T10:33:51.356909545Z,2025-01-03T10:33:51.356743022Z,10,2,11667,A,A,2,139.230000000,400,130,166523,4972634,139.170000000,139.200000000,98,100,1,1,139.150000000,139.220000000,8212,310,1,3,139.130000000,139.230000000,2100,2377,1,3,139.120000000,139.250000000,430,1,2,1,139.110000000,139.270000000,1,37,1,2,139.100000000,139.300000000,10,507,1,4,139.070000000,139.320000000,100,39,1,1,139.030000000,139.330000000,126,3,2,1,139.010000000,139.360000000,100,4,1,2,139.000000000,139.370000000,1910,75,6,1,NVDA
